Respondent_ID,Q1_Age_Group,Q2_Gender,Q3_Nationality,Q4_Duration_UAE,Q5_Employment,Q6_Income_AED,Q7_Education,Q8_Insurance,Q9_Visit_Frequency,Q11_Preferred_Language,Q14_Prior_Telemedicine,Q18_Consultation_Mode,Q19_Willingness_to_Pay,Q20_Pricing_Model,Q25_Interest,Q1_Age_Group_Encoded,Q4_Duration_UAE_Encoded,Q6_Income_AED_Encoded,Q7_Education_Encoded,Q9_Visit_Frequency_Encoded,Q14_Prior_Telemedicine_Encoded,Q19_Willingness_to_Pay_Encoded,Q25_Interest_Encoded,Q12_Satisfaction,Q15_Digital_Comfort,Q17_Language_Importance,Q23_Recommend_Likelihood,Q13_Monthly_Spend_AED,Q13_Spend_Log,Q13_Outlier_Flag,Q25_Binary,Q10_Difficulty_finding_specialists,Q10_Difficulty_with_medical_records,Q10_Difficulty_with_prescriptions,Q10_High_out-of-pocket_costs,Q10_Inconvenient_locations_hours,Q10_Lack_of_insurance_knowledge,Q10_Lack_of_trust_with_providers,Q10_Language_barriers,Q10_Limited_mental_health_services,Q10_Long_waiting_times,Q10_No_challenges,Q16_AI_symptom_checker_triage,Q16_Doctor_clinic_reviews_and_ratings,Q16_E-prescriptions_and_medication_delivery,Q16_Emergency_helpline_and_hospital_locator,Q16_Health_record_management,Q16_Health_tips_for_expat_lifestyle,Q16_Insurance_compatibility_checker,Q16_Lab_test_booking_and_home_collection,Q16_Mental_health_and_counseling,Q16_Specialist_referrals_and_booking,Q16_Virtual_consultations_in_preferred_language,Q21_Data_privacy_security,Q21_Insurance_coverage_uncertainty,Q21_Lack_of_physical_examination,Q21_No_concerns,Q21_Prefer_in-person_only,Q21_Quality_of_virtual_diagnosis,Q21_Technology_issues,Q22_Data_encryption_privacy,Q22_Friend_employer_recommendation,Q22_Hospital_affiliation,Q22_Licensed_verified_doctors,Q22_Positive_user_reviews,Q11_Preferred_Language_Arabic,Q11_Preferred_Language_English,Q11_Preferred_Language_Hindi/Urdu,Q11_Preferred_Language_Malayalam,Q11_Preferred_Language_Other,Q11_Preferred_Language_Tagalog/Filipino,Q18_Consultation_Mode_No preference,Q18_Consultation_Mode_Text-based chat,Q18_Consultation_Mode_Video call,Q18_Consultation_Mode_Voice call,Q20_Pricing_Model_Flat subscription,Q20_Pricing_Model_Free with ads,Q20_Pricing_Model_Freemium,Q20_Pricing_Model_Pay-per-consultation,Q2_Gender_Female,Q2_Gender_Male,Q2_Gender_Prefer not to say,Q3_Nationality_African,Q3_Nationality_Arab (non-UAE),Q3_Nationality_Other,Q3_Nationality_South Asian,Q3_Nationality_Southeast Asian,Q3_Nationality_Western,Q5_Employment_Dependent/Homemaker,Q5_Employment_Employed full-time,Q5_Employment_Employed part-time,Q5_Employment_Self-employed/Freelancer,Q5_Employment_Student,Q5_Employment_Unemployed/Job seeker,Q8_Insurance_No - uninsured,Q8_Insurance_Yes - employer provided,Q8_Insurance_Yes - purchased individually,Q24_Open_Response
R0510,35-44,Female,African,5-10 years,Employed full-time,"10,001-20,000",Master's degree or above,Yes - employer provided,Rarely (0-1),English,"No, but aware",Video call,AED 31-60,Freemium,Yes,3,4,3,4,1,2,3,2,4,5,4,3,170,5.14166355650266,Normal,1,1,0,0,1,0,1,1,0,0,1,0,1,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,
R0511,35-44,Male,South Asian,<1 year,Employed full-time,"5,000-10,000",Bachelor's degree,No - uninsured,Regularly (5-8),English,"No, but aware",Voice call,AED 61-100,Freemium,Yes,3,1,2,3,3,2,4,2,3,5,5,4,770,6.647688373563329,Normal,1,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,
R0512,25-34,Female,Southeast Asian,5-10 years,Self-employed/Freelancer,"20,001-35,000",Master's degree or above,No - uninsured,Occasionally (2-4),Tagalog/Filipino,"Yes, once or twice",No preference,AED 101-150,Pay-per-consultation,Yes,2,4,4,4,2,3,5,2,4,5,3,4,870,6.769641976852503,Normal,1,0,0,0,1,0,1,0,0,1,1,0,1,0,1,1,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,Chronic disease management module
R0513,55+,Male,South Asian,10+ years,Self-employed/Freelancer,"10,001-20,000",Diploma/Vocational,Yes - purchased individually,Occasionally (2-4),English,"Yes, once or twice",No preference,AED 61-100,Freemium,Maybe,5,5,3,2,2,3,4,1,5,3,4,3,590,6.3818160174060985,Normal,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,Family package plans
R0514,45-54,Male,Arab (non-UAE),5-10 years,Self-employed/Freelancer,"10,001-20,000",Bachelor's degree,Yes - purchased individually,Occasionally (2-4),Arabic,"No, but aware",Video call,AED 31-60,Freemium,No,4,4,3,3,2,2,3,0,2,4,4,4,230,5.442417710521793,Normal,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,
R0515,18-24,Male,Southeast Asian,3-5 years,Employed full-time,"20,001-35,000",Master's degree or above,Yes - employer provided,Regularly (5-8),English,"No, but aware",No preference,AED 31-60,Pay-per-consultation,No,1,3,4,4,3,2,3,0,4,4,5,3,1270,7.147559271189454,Normal,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,
R0516,18-24,Female,South Asian,1-3 years,Employed full-time,"20,001-35,000",Bachelor's degree,Yes - employer provided,Occasionally (2-4),Hindi/Urdu,"Yes, regularly",Video call,AED 31-60,Freemium,Maybe,1,2,4,3,2,4,3,1,4,3,3,3,540,6.293419278846481,Normal,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,
R0517,25-34,Male,Southeast Asian,10+ years,Dependent/Homemaker,"20,001-35,000",Bachelor's degree,Yes - employer provided,Occasionally (2-4),Tagalog/Filipino,"No, but aware",Text-based chat,Free only,Free with ads,No,2,5,4,3,2,2,1,0,3,4,3,3,450,6.111467339502679,Normal,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,Home nursing service booking
R0518,45-54,Male,African,5-10 years,Dependent/Homemaker,"10,001-20,000",Master's degree or above,Yes - employer provided,Frequently (9+),Other,"Yes, regularly",Video call,AED 31-60,Pay-per-consultation,Maybe,4,4,3,4,4,4,3,1,3,4,4,4,1640,7.403061091090091,Normal,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,Expat community health forums
R0519,55+,Female,South Asian,10+ years,Employed full-time,"20,001-35,000",Bachelor's degree,No - uninsured,Regularly (5-8),Malayalam,"Yes, once or twice",Video call,AED 31-60,Free with ads,Maybe,5,5,4,3,3,3,3,1,4,2,4,3,1930,7.565793282428515,Normal,0,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,Family package plans
R0520,25-34,Female,South Asian,1-3 years,Student,"10,001-20,000",Bachelor's degree,Yes - purchased individually,Rarely (0-1),English,"Yes, once or twice",Voice call,AED 31-60,Flat subscription,Maybe,2,2,3,3,1,3,3,1,3,3,4,3,100,4.61512051684126,Normal,0,1,0,0,0,0,0,0,1,1,1,0,1,1,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,Video physiotherapy sessions
R0521,35-44,Female,Western,1-3 years,Employed full-time,"20,001-35,000",High school or below,Yes - purchased individually,Rarely (0-1),English,"No, but aware",Text-based chat,More than AED 150,Pay-per-consultation,Yes,3,2,4,1,1,2,6,2,2,4,4,4,510,6.236369590203704,Normal,1,0,1,0,1,0,0,0,1,0,1,0,1,1,1,1,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,Pharmacy price comparison tool
R0522,25-34,Male,Southeast Asian,1-3 years,Employed full-time,"20,001-35,000",Master's degree or above,No - uninsured,Regularly (5-8),Tagalog/Filipino,"No, but aware",Video call,Up to AED 30,Freemium,Yes,2,2,4,4,3,2,2,2,3,5,5,3,1240,7.123672785204607,Normal,1,0,0,1,1,0,0,1,1,1,0,0,1,1,1,0,0,1,0,0,1,1,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,Pharmacy price comparison tool
R0523,55+,Male,African,5-10 years,Employed full-time,"35,001-50,000",Bachelor's degree,No - uninsured,Regularly (5-8),English,"No, never heard",No preference,More than AED 150,Freemium,Maybe,5,4,5,3,3,1,6,1,3,3,3,4,2840,7.951911381854188,High_spender,0,1,0,0,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,1,1,1,1,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,
R0524,45-54,Male,Southeast Asian,1-3 years,Employed full-time,"10,001-20,000",Bachelor's degree,Yes - employer provided,Occasionally (2-4),Tagalog/Filipino,"Yes, once or twice",No preference,Free only,Freemium,Maybe,4,2,3,3,2,3,1,1,3,4,4,3,560,6.329720905522696,Normal,0,0,1,0,1,0,1,0,0,1,1,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,Second opinion feature
R0525,45-54,Female,Western,<1 year,Employed part-time,"5,000-10,000",High school or below,Yes - purchased individually,Occasionally (2-4),English,"Yes, once or twice",Video call,AED 31-60,Freemium,Maybe,4,1,2,1,2,3,3,1,2,4,2,3,430,6.066108090103747,Normal,0,1,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,Family package plans
R0526,35-44,Male,Southeast Asian,10+ years,Employed full-time,"20,001-35,000",Bachelor's degree,Yes - employer provided,Occasionally (2-4),English,"No, never heard",Text-based chat,AED 31-60,Pay-per-consultation,Yes,3,5,4,3,2,1,3,2,3,3,5,2,4110,8.321421586897879,High_spender,1,0,1,1,0,1,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,1,0,1,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,
R0527,25-34,Male,Arab (non-UAE),<1 year,Employed full-time,"20,001-35,000",High school or below,Yes - employer provided,Occasionally (2-4),Arabic,"No, but aware",Video call,Up to AED 30,Free with ads,Maybe,2,1,4,1,2,2,2,1,4,4,4,4,450,6.111467339502679,Normal,0,0,1,0,1,1,0,0,1,0,0,0,0,0,1,1,0,0,1,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,
R0528,25-34,Female,African,10+ years,Unemployed/Job seeker,"Below 5,000",High school or below,No - uninsured,Regularly (5-8),Other,"Yes, once or twice",Video call,AED 31-60,Flat subscription,Yes,2,5,1,1,3,3,3,2,3,5,5,4,580,6.364750756851911,Normal,1,0,0,1,1,0,0,0,1,0,0,0,0,1,1,1,0,1,1,0,0,1,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,Pharmacy price comparison tool
R0529,18-24,Male,Southeast Asian,1-3 years,Self-employed/Freelancer,"Above 50,000",Bachelor's degree,No - uninsured,Rarely (0-1),English,"Yes, once or twice",Text-based chat,AED 101-150,Pay-per-consultation,Maybe,1,2,6,3,1,3,5,1,3,5,3,4,860,6.7580945044277305,Normal,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,
R0530,45-54,Prefer not to say,South Asian,10+ years,Self-employed/Freelancer,"Below 5,000",Diploma/Vocational,Yes - purchased individually,Frequently (9+),Other,"No, but aware",Video call,Up to AED 30,Flat subscription,Maybe,4,5,1,2,4,2,2,1,4,5,5,4,670,6.508769136971682,Normal,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,1,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,Home nursing service booking
R0531,45-54,Male,South Asian,3-5 years,Dependent/Homemaker,"20,001-35,000",Diploma/Vocational,Yes - employer provided,Regularly (5-8),Hindi/Urdu,"No, but aware",No preference,More than AED 150,Flat subscription,Yes,4,3,4,2,3,2,6,2,3,4,4,2,1280,7.155396301896734,Normal,1,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,
R0532,55+,Female,South Asian,10+ years,Employed full-time,"20,001-35,000",Bachelor's degree,No - uninsured,Occasionally (2-4),Malayalam,"Yes, regularly",Voice call,Free only,Pay-per-consultation,Yes,5,5,4,3,2,4,1,2,2,4,3,2,1050,6.957497370876951,Normal,1,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,Family package plans
R0533,55+,Male,South Asian,10+ years,Employed part-time,Prefer not to say,High school or below,Yes - employer provided,Occasionally (2-4),Hindi/Urdu,"Yes, once or twice",Video call,AED 31-60,Flat subscription,Yes,5,5,3,1,2,3,3,2,4,2,4,3,690,6.53813982376767,Normal,1,1,0,0,0,0,0,0,0,1,1,0,1,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,Multilingual mental health counselors
R0534,35-44,Male,South Asian,<1 year,Unemployed/Job seeker,"Below 5,000",Bachelor's degree,No - uninsured,Rarely (0-1),Malayalam,"No, but aware",No preference,Up to AED 30,Pay-per-consultation,Maybe,3,1,1,3,1,2,2,1,3,5,5,3,240,5.484796933490655,Normal,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,
R0535,45-54,Female,Southeast Asian,<1 year,Employed part-time,"10,001-20,000",Diploma/Vocational,No - uninsured,Occasionally (2-4),English,"No, but aware",Voice call,Up to AED 30,Freemium,No,4,1,3,2,2,2,2,0,2,2,4,2,0,0.0,Normal,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,
R0536,55+,Female,Southeast Asian,1-3 years,Employed full-time,"10,001-20,000",Bachelor's degree,Yes - employer provided,Occasionally (2-4),Tagalog/Filipino,"Yes, once or twice",Text-based chat,AED 31-60,Freemium,Maybe,5,2,3,3,2,3,3,1,3,3,2,3,680,6.523562306149512,Normal,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1,1,1,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,Chronic disease management module
R0537,45-54,Female,Southeast Asian,5-10 years,Employed full-time,"10,001-20,000",Bachelor's degree,Yes - employer provided,Occasionally (2-4),Tagalog/Filipino,"Yes, once or twice",Voice call,AED 101-150,Free with ads,Maybe,4,4,3,3,2,3,5,1,4,1,4,3,370,5.916202062607435,Normal,0,0,0,0,1,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,
R0538,25-34,Male,Arab (non-UAE),10+ years,Dependent/Homemaker,"Below 5,000",Bachelor's degree,Yes - employer provided,Occasionally (2-4),Arabic,"No, but aware",Video call,Up to AED 30,Pay-per-consultation,No,2,5,1,3,2,2,2,0,4,5,4,4,40,3.713572066704308,Normal,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,1,0,1,0,1,1,0,1,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,Pharmacy price comparison tool
R0539,35-44,Female,South Asian,3-5 years,Employed full-time,"20,001-35,000",Diploma/Vocational,No - uninsured,Occasionally (2-4),English,"No, never heard",Voice call,AED 61-100,Pay-per-consultation,Yes,3,3,4,2,2,1,4,2,3,3,5,3,1010,6.918695219020472,Normal,1,1,1,0,0,0,1,0,1,0,0,0,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,
R0540,25-34,Female,South Asian,5-10 years,Student,"5,000-10,000",High school or below,Yes - purchased individually,Regularly (5-8),Malayalam,"Yes, regularly",Video call,AED 31-60,Flat subscription,Yes,2,4,2,1,3,4,3,2,3,3,3,3,330,5.802118375377063,Normal,1,0,0,0,1,1,0,1,0,0,1,0,1,1,0,1,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,
R0541,55+,Male,South Asian,1-3 years,Employed part-time,"Below 5,000",High school or below,Yes - employer provided,Rarely (0-1),English,"No, never heard",Text-based chat,Free only,Freemium,Yes,5,2,1,1,1,1,1,2,2,4,3,4,140,4.948759890378168,Normal,1,1,1,0,0,1,0,0,0,1,1,0,0,1,1,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,
R0542,35-44,Female,Southeast Asian,5-10 years,Self-employed/Freelancer,"20,001-35,000",Bachelor's degree,No - uninsured,Occasionally (2-4),English,"No, but aware",Voice call,AED 61-100,Freemium,No,3,4,4,3,2,2,4,0,3,4,3,3,1470,7.293697720601438,Normal,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,
R0543,25-34,Female,South Asian,10+ years,Student,"10,001-20,000",Master's degree or above,Yes - employer provided,Regularly (5-8),English,"No, but aware",Video call,AED 31-60,Freemium,No,2,5,3,4,3,2,3,0,3,5,5,4,1020,6.928537818164665,Normal,0,0,1,0,1,0,0,0,1,0,1,0,1,0,1,1,0,0,1,0,0,1,1,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,
R0544,35-44,Male,South Asian,1-3 years,Self-employed/Freelancer,"35,001-50,000",Diploma/Vocational,Yes - purchased individually,Occasionally (2-4),English,"No, but aware",Text-based chat,AED 61-100,Freemium,Maybe,3,2,5,2,2,2,4,1,3,3,4,2,1440,7.273092595999522,Normal,0,1,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,Pediatric specialist access
R0545,35-44,Male,South Asian,3-5 years,Employed full-time,"Above 50,000",Diploma/Vocational,Yes - employer provided,Occasionally (2-4),Hindi/Urdu,"No, but aware",Text-based chat,AED 101-150,Freemium,Maybe,3,3,6,2,2,2,5,1,3,3,2,3,1550,7.346655163176539,Normal,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,
R0546,25-34,Male,Western,<1 year,Employed full-time,"10,001-20,000",High school or below,Yes - employer provided,Occasionally (2-4),English,"No, but aware",Text-based chat,AED 61-100,Flat subscription,Maybe,2,1,3,1,2,2,4,1,2,5,3,3,450,6.111467339502679,Normal,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,Pharmacy price comparison tool
R0547,25-34,Male,South Asian,3-5 years,Student,Prefer not to say,Bachelor's degree,No - uninsured,Frequently (9+),English,"No, but aware",Video call,AED 31-60,Pay-per-consultation,Maybe,2,3,3,3,4,2,3,1,3,4,3,3,1040,6.947937068614969,Normal,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,1,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,Expat community health forums
R0548,35-44,Male,Arab (non-UAE),3-5 years,Employed full-time,"35,001-50,000",Bachelor's degree,Yes - employer provided,Rarely (0-1),Arabic,"No, never heard",Text-based chat,AED 101-150,Flat subscription,No,3,3,5,3,1,1,5,0,4,4,4,3,400,5.993961427306569,Normal,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,
R0549,35-44,Male,Arab (non-UAE),1-3 years,Employed full-time,"10,001-20,000",Bachelor's degree,Yes - employer provided,Occasionally (2-4),Arabic,"No, but aware",Voice call,AED 31-60,Freemium,Maybe,3,2,3,3,2,2,3,1,3,3,4,2,510,6.236369590203704,Normal,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,
R0550,45-54,Male,Western,3-5 years,Employed full-time,"5,000-10,000",Master's degree or above,Yes - employer provided,Rarely (0-1),English,"Yes, once or twice",Voice call,AED 61-100,Pay-per-consultation,Maybe,4,3,2,4,1,3,4,1,3,4,4,4,10000,9.210440366976517,Capped,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,1,0,0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,
R0551,35-44,Male,African,1-3 years,Dependent/Homemaker,"10,001-20,000",Bachelor's degree,Yes - employer provided,Rarely (0-1),English,"Yes, once or twice",Text-based chat,AED 31-60,Freemium,Maybe,3,2,3,3,1,3,3,1,2,3,3,2,140,4.948759890378168,Normal,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,1,1,1,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,Pharmacy price comparison tool
R0552,45-54,Male,South Asian,3-5 years,Employed full-time,"10,001-20,000",Diploma/Vocational,Yes - employer provided,Occasionally (2-4),Hindi/Urdu,"Yes, regularly",Text-based chat,AED 61-100,Flat subscription,Yes,4,3,3,2,2,4,4,2,4,4,5,4,410,6.018593214496234,Normal,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,1,0,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,
R0553,35-44,Female,South Asian,3-5 years,Self-employed/Freelancer,"20,001-35,000",Diploma/Vocational,No - uninsured,Rarely (0-1),Hindi/Urdu,"No, but aware",Text-based chat,AED 101-150,Free with ads,No,3,3,4,2,1,2,5,0,4,4,4,4,740,6.608000625296087,Normal,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,
